Indicator_Trend,Detailed_Indicator_Trend,Unit,OECD_Country,Value,Year,Comparison_to_OECD_average,Labels (multiple graphs only)
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,024",percent,Finland,5.6,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,045",percent,France,20.8,2021,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,032",percent,France,4.8,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,043",percent,Germany,21.8,2021,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,004",percent,Germany,10.4,2019,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,041",percent,Greece,23.2,2021,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,033",percent,Greece,4.7,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,069",percent,Hungary,11.3,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,015",percent,Hungary,6.9,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,060",percent,Iceland,14,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,021",percent,Iceland,5.8,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,066",percent,Ireland,12.2,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,037",percent,Ireland,3.2,2019,Better,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,071",percent,Israel,11,2021,Better,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,006",percent,Israel,9.7,2019,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,040",percent,Italy,23.7,2021,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,030",percent,Italy,5,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,039",percent,Japan,26.7,2021,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,023",percent,Japan,5.6,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,067",percent,Korea,11.8,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,014",percent,Korea,6.9,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,055",percent,Latvia,16.4,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,029",percent,Latvia,5,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,054",percent,Lithuania,17.3,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,036",percent,Lithuania,3.8,2019,Better,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,062",percent,Luxembourg,13.6,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,028",percent,Luxembourg,5,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,076",percent,Mexico,7.7,2021,Better,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,001",percent,Mexico,13.5,2019,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,051",percent,Netherlands,17.8,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,026",percent,Netherlands,5.4,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,059",percent,New Zealand,14.7,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,018",percent,New Zealand,6.2,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,057",percent,Norway,15.7,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,027",percent,Norway,5.3,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,038",percent,OECD Average,15.7,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,000",percent,OECD Average,6.7,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,068",percent,Poland,11.4,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,019",percent,Poland,6.1,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,042",percent,Portugal,21.9,2021,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,005",percent,Portugal,9.8,2019,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,075",percent,Slovak Republic,9,2021,Better,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,017",percent,Slovak Republic,6.5,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,064",percent,Slovenia,12.9,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,020",percent,Slovenia,5.9,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,044",percent,Spain,20.8,2021,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,013",percent,Spain,6.9,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,048",percent,Sweden,18.7,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,031",percent,Sweden,4.8,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,050",percent,Switzerland,18.3,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,022",percent,Switzerland,5.7,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,073",percent,Turkey,9.2,2021,Better,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,002",percent,Turkey,11.1,2019,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,053",percent,United Kingdom,17.6,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,035",percent,United Kingdom,3.9,2019,Better,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,065",percent,United States,12.7,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,003",percent,United States,10.8,2019,Worse,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Australia,26.6,2020,Worse,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Austria,9.7,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Belgium,13.3,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Canada,13.5,2022,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Denmark,12.2,2020,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Estonia,8.7,2020,Better,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Finland,11.5,2020,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,France,20.8,2019,Worse,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Germany,8.4,2019,Better,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Greece,21.8,2019,Worse,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Hungary,9.3,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Iceland,21.2,2020,Worse,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Ireland,19.2,2019,Worse,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Israel,14.8,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Italy,15.5,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Japan,7,2019,Better,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Korea,14.3,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Latvia,10.5,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Lithuania,11.3,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Luxembourg,15.5,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Netherlands,11.4,2020,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Norway,13.2,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Poland,17.3,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Portugal,14.8,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Slovak Republic,11.6,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Slovenia,10.1,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Spain,18.4,2019,Worse,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Sweden,8.8,2019,Better,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,Turkey,8.5,2019,Better,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,United Kingdom,15,2019,Similar,
ANTIBIOTIC USE,"Rate of antibiotic use in the community (Defined Daily Dose/1,000 census inhabitants) (crude rate)",--,OECD Average,13.8,--,Similar,
